,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,kaeo,-35.1,173.7833,285.93,95,26,1.79,NZ,1619557329
367,mindelo,16.8901,-24.9804,295.15,68,40,8.75,CV,1619557497
368,bermejo,-32.8833,-68.8,297.15,38,0,3.6,AR,1619557497
369,castelo do piaui,-5.3222,-41.5525,299.58,68,71,1.41,BR,1619557497
370,ilhabela,-23.7781,-45.3581,294.43,89,100,1.73,BR,1619557498
371,aberdeen,57.1437,-2.0981,279.26,93,90,2.06,GB,1619557498
372,notre-dame-du-lac,47.6136,-68.7964,282.15,61,100,4.12,CA,1619557498
373,misratah,32.3754,15.0925,299.21,41,100,7.7,LY,1619557498
374,kathu,7.9178,98.3332,302.04,94,20,2.99,TH,1619557499
375,auki,-8.7676,160.7034,299.66,79,100,1.59,SB,1619557499
376,indramayu,-6.3264,108.32,299.33,80,93,2.38,ID,1619557499
377,chandil,22.9667,86.05,301.83,27,15,1.32,IN,1619557499
378,ubeda,38.0133,-3.3705,288.15,96,100,1.43,ES,1619557500
379,tromso,69.6496,18.957,272.15,93,75,1.54,NO,1619557500
380,peterhead,57.5058,-1.7981,279.15,93,90,2.06,GB,1619557500
381,shamkhal,43.0596,47.3373,285.15,87,40,4.0,RU,1619557500
382,suntar,62.1444,117.6319,264.01,94,52,0.74,RU,1619557501
383,gaogou,34.0175,119.1886,286.11,83,100,2.94,CN,1619557501
384,dasoguz,41.8363,59.9666,294.15,28,0,3.09,TM,1619557501
385,fare,-16.7,-151.0167,300.49,71,36,4.03,PF,1619557502
386,hearst,49.6835,-83.6665,281.15,61,100,1.03,CA,1619557502
387,manakara,-22.1333,48.0167,294.95,91,49,1.11,MG,1619557503
388,acari,-15.4311,-74.6158,297.22,63,99,3.22,PE,1619557503
389,dicabisagan,17.0818,122.4157,296.38,81,76,1.56,PH,1619557503
390,cockburn town,21.4612,-71.1419,299.08,72,1,7.16,TC,1619557504
391,balkhash,46.844,74.9804,286.73,44,0,4.24,KZ,1619557504
392,itaperucu,-25.22,-49.3478,291.15,77,20,3.6,BR,1619557318
393,nanortalik,60.1432,-45.2371,275.14,86,5,1.86,GL,1619557504
394,bijar,35.8668,47.6051,284.19,69,70,2.08,IR,1619557504
395,bang rakam,16.7585,100.1174,300.37,41,95,0.97,TH,1619557505
396,lufilufi,-13.8745,-171.5986,303.15,79,75,3.6,WS,1619557505
397,kalmar,56.6616,16.3616,275.37,69,47,1.54,SE,1619557318
398,faya,18.3851,42.4509,287.15,88,0,2.06,SA,1619557505
399,ulladulla,-35.35,150.4667,285.15,100,40,2.57,AU,1619557469
400,kabare,-2.4683,28.8242,289.46,96,100,0.77,CD,1619557506
401,mbandaka,0.0487,18.2603,295.7,92,97,0.57,CD,1619557506
402,kidal,18.4411,1.4078,309.09,14,92,5.35,ML,1619557506
403,estelle,29.8458,-90.1067,302.04,74,75,5.66,US,1619557506
404,mahanoro,-19.9,48.8,295.56,91,98,1.97,MG,1619557506
405,bilma,18.6853,12.9164,304.92,10,2,2.37,NE,1619557507
406,aklavik,68.2191,-135.0107,269.15,36,0,3.09,CA,1619557453
407,mpika,-11.8343,31.4529,289.39,96,97,1.92,ZM,1619557507
408,matagami,49.7502,-77.6328,284.15,15,1,2.57,CA,1619557507
409,xining,36.6167,101.7667,273.19,77,20,0.68,CN,1619557508
410,dubbo,-32.25,148.6167,283.15,93,94,4.63,AU,1619557430
411,liman,48.9884,37.8023,277.53,94,100,2.08,UA,1619557508
412,alice springs,-23.7,133.8833,281.15,66,0,2.57,AU,1619557508
413,lagoa,39.05,-27.9833,288.44,82,100,6.16,PT,1619557508
414,mana,5.6592,-53.7767,297.17,92,100,1.5,GF,1619557509
415,khislavichi,54.1871,32.1582,274.42,97,76,3.43,RU,1619557509
416,kushtagi,15.7667,76.2,301.2,41,19,4.06,IN,1619557509
417,madimba,-10.4,40.3333,298.15,94,75,4.12,TZ,1619557509
418,kamenka,51.3223,42.7678,277.59,76,76,3.46,RU,1619557510
419,karratha,-20.7377,116.8463,297.28,24,0,4.85,AU,1619557510
420,wanning,18.8003,110.3967,296.91,90,45,0.97,CN,1619557510
421,morondava,-20.2833,44.2833,296.55,90,0,4.73,MG,1619557510
422,uglovskoye,51.3557,80.1942,286.63,47,91,7.02,RU,1619557511
423,saskylakh,71.9167,114.0833,269.54,92,96,4.93,RU,1619557511
424,kyren,51.6828,102.1408,273.17,77,76,0.77,RU,1619557511
425,griffith,41.5284,-87.4237,303.15,37,1,12.35,US,1619557511
426,honiara,-9.4333,159.95,299.61,82,96,0.71,SB,1619557512
427,san cristobal,7.7669,-72.225,300.15,89,75,2.06,VE,1619557379
428,masterton,-40.9597,175.6575,284.26,79,78,1.79,NZ,1619557512
429,rudnogorsk,57.2639,103.7519,265.0,97,23,1.24,RU,1619557512
430,bud,39.447,-86.1758,301.15,30,1,9.26,US,1619557513
431,qaqortoq,60.7167,-46.0333,276.53,75,2,1.75,GL,1619557306
432,deep river,46.1001,-77.4995,285.15,40,20,0.8,CA,1619557513
433,zhigansk,66.7697,123.3711,256.14,95,18,2.48,RU,1619557513
434,xichang,27.8964,102.2634,287.23,85,60,1.67,CN,1619557513
435,mahibadhoo,3.7833,72.9667,301.62,72,75,2.69,MV,1619557514
436,bataipora,-22.2953,-53.2711,295.85,28,0,2.42,BR,1619557365
437,nouakchott,18.0858,-15.9785,293.15,83,0,7.72,MR,1619557482
438,manokwari,-0.8667,134.0833,298.48,78,82,0.73,ID,1619557514
439,sakakah,29.9697,40.2064,294.15,19,0,2.72,SA,1619557442
440,junin,-34.5838,-60.9433,293.71,16,0,2.61,AR,1619557514
441,trinidad,-14.8333,-64.9,298.04,70,55,1.68,BO,1619557514
442,tual,-5.6667,132.75,301.46,63,56,2.18,ID,1619557276
443,paamiut,61.994,-49.6678,275.53,82,0,7.03,GL,1619557391
444,zhangye,38.9342,100.4517,279.82,26,12,1.74,CN,1619557515
445,annau,37.8876,58.516,297.15,46,40,3.09,TM,1619557515
446,tyrma,50.0833,132.1667,280.88,95,100,2.0,RU,1619557515
447,goulburn,-34.75,149.7167,279.82,93,100,1.33,AU,1619557516
448,dabakala,8.3667,-4.4333,300.21,69,75,1.16,CI,1619557516
449,ciudad bolivar,8.1222,-63.5497,308.63,30,97,1.72,VE,1619557516
450,dabola,10.75,-11.1167,301.87,55,86,2.61,GN,1619557516
451,mogadishu,2.0371,45.3438,301.41,75,39,4.88,SO,1619557394
452,burnie,-41.0667,145.9167,282.59,93,17,1.34,AU,1619557438
453,hervey bay,-25.2986,152.8535,289.82,90,20,1.34,AU,1619557517
454,novo aripuana,-5.1206,-60.3797,299.99,91,97,0.6,BR,1619557517
455,luba,3.4568,8.5547,301.15,83,40,4.12,GQ,1619557517
456,okhotsk,59.3833,143.3,270.09,88,85,1.0,RU,1619557518
457,anshun,26.25,105.9333,286.66,92,100,1.98,CN,1619557518
458,labuhan,-6.8844,112.2051,297.46,87,33,2.95,ID,1619557518
459,airai,-8.9266,125.4092,286.52,70,11,0.66,TL,1619557328
460,blythe,33.6103,-114.5964,296.15,18,75,3.6,US,1619557342
461,kruisfontein,-34.0033,24.7314,288.15,83,42,0.89,ZA,1619557518
462,alakurtti,66.9672,30.3491,269.66,98,100,1.16,RU,1619557519
463,parczew,51.6402,22.9006,274.15,75,0,0.51,PL,1619557250
464,talaya,61.3833,152.75,262.6,84,23,1.09,RU,1619557519
465,juelsminde,55.7088,10.0167,278.71,52,100,3.14,DK,1619557519
466,alihe,50.5667,123.7167,273.04,70,24,1.3,CN,1619557517
467,correntina,-13.3433,-44.6367,299.63,57,99,0.65,BR,1619557520
468,taltal,-25.4,-70.4833,291.21,75,28,1.72,CL,1619557220
469,nome,64.5011,-165.4064,277.15,56,1,1.54,US,1619557520
470,san isidro,-12.1167,-77.05,293.71,77,40,5.66,PE,1619557520
471,upington,-28.4478,21.2561,289.15,44,7,1.54,ZA,1619557520
472,chernyshevskiy,63.0128,112.4714,257.02,97,40,0.5,RU,1619557521
473,marzuq,14.4,46.4667,294.96,72,100,0.37,YE,1619557521
474,shimoda,34.6667,138.95,289.26,63,94,6.76,JP,1619557521
475,tamandare,-8.7597,-35.1047,299.07,83,11,2.92,BR,1619557521
476,mulanje,-16.0316,35.5,293.3,87,5,1.72,MW,1619557522
477,aldan,58.6031,125.3894,263.54,95,100,4.09,RU,1619557522
478,fenoarivo,-18.933,47.4354,290.15,94,75,2.57,MG,1619557522
479,san ignacio,17.1561,-89.0714,308.15,41,75,4.12,BZ,1619557523
480,kashi,39.4547,75.9797,289.15,20,0,4.0,CN,1619557523
481,college,64.8569,-147.8028,279.82,24,75,5.14,US,1619557523
482,banes,20.9625,-75.7186,305.15,40,20,7.72,CU,1619557523
483,itoman,26.1247,127.6694,293.15,68,20,2.06,JP,1619557524
484,kemijarvi,66.7131,27.4306,267.61,93,70,2.32,FI,1619557524
485,pochutla,15.7432,-96.4661,305.37,66,40,4.12,MX,1619557524
486,troitsko-pechorsk,62.7084,56.1964,276.05,84,100,1.46,RU,1619557524
487,richards bay,-28.783,32.0377,296.2,86,45,6.21,ZA,1619557525
488,puerto baquerizo moreno,-0.9,-89.6,302.15,70,20,7.2,EC,1619557525
489,port moresby,-9.4431,147.1797,296.15,94,20,1.54,PG,1619557525
490,kununurra,-15.7667,128.7333,296.15,100,62,1.05,AU,1619557525
491,lakshettipet,18.8667,79.2167,303.64,32,12,1.3,IN,1619557526
492,yar-sale,66.8333,70.8333,272.61,94,100,2.54,RU,1619557526
493,tutoia,-2.7619,-42.2744,299.68,85,38,3.19,BR,1619557526
494,natal,-5.795,-35.2094,302.15,74,20,6.17,BR,1619557526
495,shagonar,51.5333,92.8,279.37,73,100,2.06,RU,1619557527
496,corinto,37.9407,22.9573,287.59,64,2,0.45,GR,1619557527
497,hambantota,6.1241,81.1185,299.69,85,94,4.3,LK,1619557527
498,chahuites,16.2833,-94.1833,305.18,55,35,4.66,MX,1619557527
499,omsukchan,62.5333,155.8,264.62,83,7,1.69,RU,1619557528
500,paciran,-6.8767,112.3761,297.95,86,38,2.58,ID,1619557528
501,voh,-20.9667,164.7,294.9,61,0,3.52,NC,1619557528
502,klishkivtsi,48.4316,26.2623,276.48,79,85,1.79,UA,1619557529
503,botwood,49.1499,-55.3482,284.82,59,100,1.34,CA,1619557529
504,beloha,-25.1667,45.05,296.07,63,4,2.4,MG,1619557529
505,tessalit,20.1986,1.0114,306.68,9,18,0.66,ML,1619557529
506,lebyazhye,55.2689,66.4947,282.04,68,98,1.94,RU,1619557530
507,gondanglegi,-7.7479,112.0132,297.42,83,17,4.51,ID,1619557530
508,kimbe,-5.5502,150.1429,298.18,89,15,1.45,PG,1619557530
509,midland,31.9974,-102.0779,305.93,20,40,6.69,US,1619557365
510,ukiah,39.1502,-123.2078,296.15,23,1,3.09,US,1619557530
511,verkhnevilyuysk,63.4453,120.3167,259.5,95,63,1.5,RU,1619557531
512,sola,-13.8833,167.55,299.93,68,43,4.34,VU,1619557275
513,sibu,2.3,111.8167,297.15,94,40,2.06,MY,1619557531
514,delijan,33.9905,50.6838,295.03,27,70,1.16,IR,1619557531
515,whyalla,-33.0333,137.5833,282.15,93,67,3.09,AU,1619557532
516,shibetsu,43.659,145.132,277.87,74,78,0.93,JP,1619557532
517,pamyat parizhskoy kommuny,56.1048,44.4952,276.15,93,75,4.0,RU,1619557532
518,sao joao da barra,-21.6403,-41.0511,298.15,88,90,2.57,BR,1619557432
519,placido de castro,-10.3353,-67.1856,300.42,67,100,1.47,BR,1619557532
520,taos,36.4072,-105.5731,286.48,33,20,8.23,US,1619557533
521,poya,-21.35,165.15,295.06,61,16,3.27,NC,1619557533
522,itaqui,-29.1253,-56.5531,291.57,57,0,2.15,BR,1619557322
523,banda aceh,5.5577,95.3222,299.51,79,94,1.45,ID,1619557256
524,tres arroyos,-38.3739,-60.2798,290.1,70,0,4.01,AR,1619557533
525,guerrero negro,27.9769,-114.0611,292.51,52,2,7.02,MX,1619557533
526,akureyri,65.6835,-18.0878,279.15,70,0,4.12,IS,1619557534
527,nara,34.6851,135.8049,289.26,63,75,2.06,JP,1619557272
528,bujaru,-1.515,-48.0447,300.15,83,75,2.57,BR,1619557534
529,shumskiy,54.8318,99.1328,275.13,96,100,0.34,RU,1619557534
530,buchanan,5.8808,-10.0467,300.15,89,40,3.04,LR,1619557535
531,san carlos de bariloche,-41.1456,-71.3082,290.37,48,75,11.32,AR,1619557259
532,vilhena,-12.7406,-60.1458,299.15,69,40,3.6,BR,1619557472
533,poso,-1.3959,120.7524,299.26,80,34,1.95,ID,1619557535
534,awjilah,29.1081,21.2869,299.27,15,0,4.84,LY,1619557535
535,nuqui,5.7125,-77.2708,299.77,84,100,2.71,CO,1619557535
536,takoradi,4.8845,-1.7554,300.98,83,98,4.74,GH,1619557536
537,ancud,-41.8697,-73.8203,287.04,94,90,3.09,CL,1619557536
538,pasaje,-3.3333,-79.8167,301.15,74,90,3.6,EC,1619557536
539,oranjemund,-28.55,16.4333,288.08,92,95,3.25,NA,1619557536
540,sao sebastiao,-23.76,-45.4097,294.18,91,100,1.54,BR,1619557443
541,constitucion,-35.3333,-72.4167,290.18,62,15,5.01,CL,1619557537
542,korla,41.7597,86.1469,288.54,31,32,2.02,CN,1619557537
543,nanchong,30.7951,106.0847,290.49,72,100,4.78,CN,1619557537
544,tiznit,29.5833,-9.5,287.54,80,34,2.53,MA,1619557537
545,san felipe,10.3399,-68.7425,300.81,65,100,3.25,VE,1619557538
546,puerto del rosario,28.5004,-13.8627,294.15,64,20,4.63,ES,1619557538
547,mitsamiouli,-11.3847,43.2844,300.39,76,21,3.74,KM,1619557538
548,touros,-5.1989,-35.4608,300.15,83,20,5.14,BR,1619557538
549,hoopstad,-27.8327,25.9083,290.1,35,56,1.91,ZA,1619557539
550,naron,43.5167,-8.1528,285.93,87,0,2.06,ES,1619557539
551,ambilobe,-13.2,49.05,295.68,94,13,1.51,MG,1619557539
552,turochak,52.2576,87.1224,278.83,98,100,1.46,RU,1619557539
553,bobo dioulasso,11.1771,-4.2979,305.15,48,20,1.03,BF,1619557406
554,banki,20.3833,85.5333,301.15,89,75,3.6,IN,1619557540
555,shiyan,32.6475,110.7781,285.37,80,100,0.45,CN,1619557540
556,natalio,-26.7167,-55.0833,290.55,51,0,1.4,PY,1619557540
557,coari,-4.085,-63.1414,299.93,91,71,1.06,BR,1619557541
558,sisimiut,66.9395,-53.6735,274.32,86,82,2.81,GL,1619557541
559,ouesso,1.6136,16.0517,296.99,84,100,1.31,CG,1619557541
560,champerico,14.3,-91.9167,305.15,66,75,5.14,GT,1619557541
561,lloydminster,53.2835,-110.0016,272.15,51,90,5.14,CA,1619557542
562,talara,-4.5772,-81.2719,298.15,65,0,9.26,PE,1619557542
563,abidjan,5.3094,-4.0197,299.15,94,75,3.09,CI,1619557542
564,calca,-13.3333,-71.95,292.15,27,40,7.72,PE,1619557542
